,UserID,Games,Playtime,Recommended Games,Predicted,MAE,RMSE,Accuracy
10,127992087,"Counter-Strike,Dota 2,Garry's Mod,Left 4 Dead 2,Saints Row IV,Team Fortress 2,The Darkness II,Unturned,War Thunder","0.1,1267.0,0.1,3.7,6.6,0.9,6.8,0.1,0.3","Painkiller Hell & Damnation: Singleplayer Tarot Card Pack,Tennis Elbow 2013,STUMPER,SOMA,Arma 3,Ghostly Horizon,Wanted Corp.,Warhammer 40,000: Inquisitor - Martyr - Heresy Emote,Mowin' & Throwin'","197.8002256304324,245.413871054201,157.5806390548215,87.5577353559057,211.54846578084766,185.26566473107872,217.53424119825496,173.07163470008268,144.87362723524723",264.2464847369411,377.97414403027295,0.0
11,62985928,"Amazing Adventures Around the World,AstroPop Deluxe,Bejeweled 2 Deluxe,Bejeweled Twist,Big Money! Deluxe,Chuzzle Deluxe,Escape Rosecliff Island,Hammer Heads Deluxe,Heavy Weapon Deluxe,Peggle Deluxe,Talismania Deluxe,The Tiny Bang Story,Typer Shark! Deluxe,Zuma Deluxe","12.0,0.1,0.3,0.1,3.0,6.3,2.0,0.1,0.1,0.1,1.9,6.2,0.1,0.1","Borderlands 2: Siren Supremacy Pack,Out of the Park Baseball 19,ECHO,Orbt XL,Leviathan ~A Survival RPG~,Nelly Cootalot: Spoonbeaks Ahoy! HD,Hyperdimension Neptunia U Difficult Quest,Drawn®: The Painted Tower,PONCHO – Original Soundtrack,Sakura Dungeon,MORGENSHTERN,GET EVEN,Evil Maze,Middle-earth: Shadow of Mordor - GOTY Edition Upgrade","6.156276527053169,1.6085435395822376,2.2151190015045663,1.8720489952924935,2.572694192548348,2.853270637795604,2.610866494548149,1.7747508214860481,2.6350920212264306,2.372600395652263,2.0404879898669797,2.642070419924019,2.1295216616703225,2.4685712508445357",2.150235028168063,2.5700503002347914,0.0
12,227863398,"Dota 2,Neverwinter","17.6,0.1","Wanted Corp.,Aqua Moto Racing Utopia","11.364132374071552,8.88627922405063",7.51107342498954,7.618554575872193,0.0
13,82778779,"Dota 2,Portal 2,Robocraft,Team Fortress 2,Unturned","18.9,57.0,0.3,23.0,7.7","Drunk-Fu: Wasted Masters,Bleed,Azurael's Circle: Chapter 4,GraveRun,Wanderlust: Rebirth","23.48482511372761,28.117574657991206,16.5061588142754,22.35467748917939,20.486421229707066",12.621030602107895,16.011019377167532,0.0
14,244335912,"AdVenture Capitalist,ArcheAge,Robocraft,Team Fortress 2,Transformice","3.0,0.2,0.8,80.0,474.0","Driftland: The Magic Revival,♞ The Tactics of War ♞,Azurael's Circle: Chapter 4,Capsella The Lights of Lucern,Civilization IV®: Warlords","54.83083625073896,44.55046887213935,41.4402783771483,44.9219875878033,389.40294974213055",51.29932923401856,54.20730535513519,0.0
15,65244880,"Dota 2,Left 4 Dead 2","56.0,0.3","Laser League - New Motion Pack,SOMA","48.44223889647326,13.965403127994291",10.611582115760513,11.042259631718904,0.0
16,124978318,"Dota 2,Free to Play","295.0,0.1","Tennis Elbow 2013,Solaright","295.0,19.221779152354216",9.560889576177107,13.521139706981218,0.0
17,77127388,"BioShock Infinite,BioShock Infinite - Season Pass,Borderlands 2,Dishonored,Far Cry 3,L.A. Noire,Mafia II,Portal 2,Tomb Raider","28.0,0.1,49.0,31.0,23.0,8.7,106.0,3.8,49.0","Mace and Grace,Strike Force Remastered,Environmental Station Alpha,Call of Duty®: Black Ops III,RAID: World War II Soundtrack,Persian Nights: Sands of Wonders,The Turing Test,8-Bit Commando,We Were Here","32.1842230314497,33.88291411968692,35.22468080174324,36.70014162788979,34.34747502182042,37.149813260947596,42.901419940551584,33.40937212887869,35.32500528859062",22.624759239976413,28.60526818239889,0.0
18,215911849,"Dota 2,Team Fortress 2","108.0,6.7","Super Mega Baseball 2,EndCycle VS","66.9811062466561,53.465834744653925",43.892364248998916,43.986321419916415,0.0
19,212466515,"Batla,Clicker Heroes,Five Nights at Freddy's,Five Nights at Freddy's 2,Five Nights at Freddy's 3,Five Nights at Freddy's 4,Garry's Mod,Gear Up,Grand Theft Auto V,Heroes & Generals,PAYDAY 2,Robocraft,Team Fortress 2,Trove,Unturned,Villagers and Heroes","1.0,1.5,4.8,0.1,0.1,0.1,2.4,1.5,34.0,4.8,6.7,0.3,1.3,9.2,52.0,0.1","A Verdant Hue,Divinia Chronicles: Relics of Gan-Ti,Warhammer 40,000: Inquisitor - Martyr,EVE Online,Bloody Trapland,Assassin's Creed® Unity,vrAMP,Ride 2 Collector Bikes Pack,Stars in Shadow,Death end re;Quest / デス エンド リクエスト / 死亡終局 輪廻試練,Dumb As Wizards,A Demon's Game - Episode 1,Ghostly Horizon,EMERGENCY 4 Deluxe,Warhammer 40,000: Inquisitor - Martyr - Occult Siege,Double Turn","6.092339225079056,8.066776881870279,10.9460811178625,9.684799689216444,8.685952457220685,8.699391284861179,8.939522639825395,6.102685389805961,18.296266451977235,8.353127583824108,9.226844743101575,7.634861051660531,9.021255798675503,9.954265250174572,9.670514583481953,7.702791860575397",8.952744621143374,12.844032991206456,0.0
20,144412676,"Alien Swarm,Dota 2,Left 4 Dead 2,Saints Row IV,Team Fortress 2,Warframe","3.5,548.0,22.0,21.0,10.6,0.4","Blades of Time,Super Mega Baseball 2,SOMA,Arma 3,EndCycle VS,The Boogie Man","112.06627147345682,198.0563955593276,61.426360241841316,173.20811857600532,148.01058763716932,66.54819272011026",142.28385584820924,174.27285303410181,0.0
21,189866742,"APB Reloaded,Dota 2,PlanetSide 2,Unturned,War Thunder,Warframe","0.1,1213.0,0.1,0.1,0.1,0.1","Faeria,Laser League - New Motion Pack,Pro Basketball Manager 2019,Wanderlust: Rebirth,Sonic Lost World,The Boogie Man","210.48657410516796,444.2280478207591,326.5167197894538,291.8117854543698,247.99237369038434,134.16580629285593",329.8742019185788,388.66024904001523,0.0
22,253205489,"Besiege,Poly Bridge,Robocraft,Team Fortress 2","26.0,11.4,4.5,4.2","GUILTY GEAR Xrd -REVELATOR-,Ride 2 Free Bikes Pack 2,Azurael's Circle: Chapter 4,GraveRun","14.552938191019875,12.559461255660665,9.433411838464494,12.03268071825661",6.343153905340474,7.383579993201808,0.0
23,181900480,"Left 4 Dead 2,Tower Wars","2.6,19.1","World to the West,Chocolate makes you happy: Halloween","7.369686461745015,17.526715515917456",3.1714854729137807,3.551417534676018,0.0
24,213775315,"Farming Simulator 15,Five Nights at Freddy's,Five Nights at Freddy's 2,Five Nights at Freddy's 3,Kerbal Space Program,Robocraft,Team Fortress 2,War Thunder","3.8,0.9,6.0,1.4,5.5,25.0,28.0,54.0","Test Subject 901,RWBY: Grimm Eclipse - JNPR,Shroud of the Avatar: Forsaken Virtues,Mowin' & Throwin',Killing Floor 2,SJSM - Karamari Hospital,Button Bros/Button Button,Voxel Bot","13.430899177932853,14.984061735416374,13.411998513014444,17.59201940423667,12.864061125486296,18.996445121664255,17.07497253982894,24.072602347798213",12.692377493349404,14.635195809085648,0.0
25,170181678,"Dragons and Titans,Spiral Knights","0.1,1.5","Renowned Explorers: The Emperor's Challenge,Champions Online","0.5399501231567312,1.2308051779608513",0.35457247259793995,0.36470670618889905,0.0
26,167511712,"Dota 2,Orcs Must Die! 2,Sniper Elite V2","0.6,11.3,1.5","Arma 3 Malden,ColorTool,Armored Warfare - T-72AV Standard Pack","0.9649644840309506,11.3,1.2614946956416564",0.20115659612976475,0.25171667592158986,0.0
27,259931116,"Dota 2,Unturned","473.0,30.0","Tennis Elbow 2013,Wanderlust: Rebirth","294.3890078091764,215.1190932958475",181.86504274333555,181.89415223429688,0.0
28,63454504,"Alien Swarm,Portal","3.0,0.1","Blade of Acrimony,Ys: The Oath in Felghana","2.375250690355056,1.3711516100174572",0.9479504598312005,1.0015333533017778,0.0
29,176033341,"Defiance,Dungeon Defenders II,Rust,Sniper Elite V2,Team Fortress 2","0.1,0.1,5.5,0.1,429.0","Hektor,Dawn of the Robot Empire,Sticks And Bones,World of Warships - Exclusive Starter Pack,EndCycle VS","103.78463442113728,117.41358628878181,109.43144173104008,113.46421672102394,162.26782998338294",141.00520983572002,154.47473688459073,0.0
30,167202599,"Dota 2,Left 4 Dead 2,Magicka,Space Engineers,Star Trek Online","6.5,63.0,34.0,13.1,264.0","Super Bomberman R,Metro Exodus,Knightfall,Secret of Mana,Defiance","86.54180659940218,80.5937373254693,65.78652200902316,81.11010664160054,107.56182373786446",70.77406976752614,85.81945114696165,0.0
31,203222843,"Cry of Fear,Dota 2,Just Cause 2,Neverwinter,Toribash","0.4,170.0,0.1,0.1,0.1","Leadwerks Game Engine - Professional Edition,Laser League - New Motion Pack,Stern Pinball Arcade: Harley Davidson,Aqua Moto Racing Utopia,Pivvot","30.17894617707417,82.31480398548565,56.02525349728226,59.96838258604285,35.17965785996195",53.66748722697512,57.47681070361673,0.0
32,166753156,"APB Reloaded,AirBuccaneers,ArcheAge,Defiance,Euro Truck Simulator 2,PlanetSide 2,Warface,Warframe","4.5,0.1,4.0,22.0,34.0,13.1,2.4,1159.0","Braveland,ROWROW,♞ The Tactics of War ♞,Among the Sleep - Enhanced Edition,ONRAID,Beer and Skittls VR,Rocketbirds: Hardboiled Chicken,The Hanged Man","240.44704572905107,180.07086515959065,126.61064197306723,238.39140287672265,109.31916764220955,150.49248583020085,143.78201898578826,412.2650792336432",231.9685686203734,306.6086102060562,0.0
33,193545615,"Champions Online,Team Fortress 2","0.5,0.2","DESOLATE,TRAPPED","0.384749004926262,0.3474755352251087",0.13136326514942334,0.1323476961556548,0.0
